sourceLanguage,targetLanguage,documentID,stringID,sourceText,translatedText,perceivedGender,entityName,sourceURL
en,de,2,2-2,She was the Olympic champion in the 1500 metres and team pursuit (long track) at the 2014 Winter Olympics and the 1000 metres at the 2018 Winter Olympics.,Sie war Olympiasiegerin über 1500 Meter und in der Teamverfolgung (Langstrecke) bei den Olympischen Winterspielen 2014 sowie über 1000 Meter bei den Olympischen Winterspielen 2018.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-3,Ter Mors competed at the 2010 Winter Olympics for the Netherlands.,Ter Mors trat bei den Olympischen Winterspielen 2010 für die Niederlande an.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-4,"She placed third in her round one race of the 500 metres and was disqualified in the opening round of the 1000 metres, failing to advance.","Sie wurde bei ihrem Erstrundenlauf über 500 Meter Dritte und wurde beim Vorlauf über 1000 Meter disqualifiziert, weshalb sie die nächste Runde nicht erreichte.",Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-5,"She was also a member of the Dutch 3000 metre relay team, which finished third in the semifinals and won the B Final, ending up fourth overall.","Sie war zudem Mitglied der niederländischen Staffel über 3000 Meter, die im Halbfinale auf dem dritten Rang ins Ziel kam und das B-Finale gewann, wodurch sie insgesamt den vierten Platz erreichte.",Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-6,"Her best overall individual finish, is 23rd, in the 500 metres.",Ihr bestes Einzelergebnis ist der 23. Platz über 500 Meter.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-7,"As of 2013, ter Mors has won two silver medals at the World Championships; the first came in 2011, as a member of the Dutch relay team, and the second in 2013 in the 1000 metres.",Stand 2013 hat ter Mors zwei Silbermedaillen bei Weltmeisterschaften gewonnen; die erste 2011 als Mitglied der niederländischen Staffel und die zweite 2013 über 1000 Meter.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-8,"She has also won three gold medals as a member of the Dutch relay team at the European Championships.As of 2013, ter Mors has one ISU Short Track Speed Skating World Cup victory, coming as part of the Dutch relay team in 2012–13 at Dresden.",Außerdem hat sie bei Europameisterschaften als Mitglied der niederländischen Staffel drei Goldmedaillen gewonnen. Stand 2013 erreichte ter Mors einen Sieg beim Shorttrack-Weltcup der ISU als Teil der niederländischen Staffel im Jahr 2012–13 in Dresden.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-9,She also has four other podium finishes.,Sie hat zudem vier weitere Podestplatzierungen erreicht.,Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,2,2-10,"Her top World Cup ranking is 7th, in the 1500 metres in 2013–14.","Ihre beste Platzierung im Weltcup ist 7., über die 1500 Meter im Jahr 2013–14.",Female,Jorien ter Mors,https://en.wikipedia.org/wiki/Jorien_ter_Mors
en,de,3,3-1,"Wassana Winatho (Thai: วาสนา วินาโท; born 30 June 1980, in Prachinburi), also known as Amornrat Winatho and Vassanee Vinatho, is a Thai track and field athlete who specialises in the heptathlon and the 400 metres hurdles.","Wassana Winatho (Thai: วาสนา วินาโท; geboren am 30. Juni 1980 in Prachin Buri), auch bekannt als Amornrat Winatho und Vassanee Vinatho, ist eine thailändische Leichtathletin, die sich auf den Siebenkampf und die 400 Meter Hürden spezialisiert hat.",Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-2,She represented Thailand at the 2008 Summer Olympics and competed at five consecutive editions of the Asian Games (1998 to 2014).,Sie vertrat Thailand bei den Olympischen Sommerspielen 2008 und trat bei fünf aufeinanderfolgenden Ausgaben der Asienspiele an (1998 bis 2014).,Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-3,"Having won medals internationally in combined events, sprints, hurdles and relays, she is widely regarded as the most versatile athlete in Southeast Asia.","Mit gewonnenen Medaillen bei internationalen Mehrkampf-, Sprint-, Hürden- und Staffel-Veranstaltungen gilt sie weithin als vielseitigste Sportlerin Südasiens.",Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-4,"She is the current Thai record holder in the heptathlon and women's pentathlon, as well as having a share in the 4×400 metres relay record.",Sie hält aktuell den thailändischen Rekord im Siebenkampf sowie im Fünfkampf der Frauen und war am Rekord der 4x400-Meter-Staffel beteiligt.,Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-5,"Winatho has been particularly successful at the Southeast Asian Games, where her achievement include three heptathlon titles, three 400 m hurdles title, and a haul of three golds at the 2007 Games (with a heptathlon Games record of 5889 points).","Besonders erfolgreich war Winatho bei den Südostasienspielen, wo drei Titel im Siebenkampf, drei Titel über die 400 Meter Hürden sowie eine Ausbeute von drei Goldmedaillen bei den Spielen von 2007 (mit einem Siebenkampf-Rekord von 5889 Punkten) zu ihren Erfolgen zählen.",Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-6,"At the continental level, she has won pentathlon medals at the Asian Indoor Games and the Asian Indoor Athletics Championships.",Auf kontinentaler Ebene hat sie bei den Asian Indoor Games und bei den Leichtathletik-Hallenasienmeisterschaften Medaillen im Fünfkampf gewonnen.,Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-7,"Winatho won her first junior medals at the Asian Junior Athletics Championships, twice finishing as runner-up to Irina Naumenko in 1997 and 1999 in the heptathlon.","Winatho gewann ihre ersten Medaillen als Juniorin bei den Leichtathletik-Juniorenasienmeisterschaften, wo sie im Siebenkampf 1997 und 1999 zweimal Zweite hinter Irina Naumenko wurde.",Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,3,3-8,"She made her senior debut at the 1998 Asian Games and she narrowly missed out on a medal, scoring 5630 points for fourth place.","Ihren Einstand bei den Senioren gab sie bei den Asienspielen 1998 und verpasste nur knapp eine Medaille, als sie mit 5630 Punkten den vierten Platz erreichte.",Female,Wassana Winatho,https://en.wikipedia.org/wiki/Wassana_Winatho
en,de,4,4-1,"Ayşe Tekdal (born 28 October 1999) is a Turkish female race walker specialising in the 5000 m, 10,000 m and 20 km events.","Ayşe Tekdal (geboren am 28. Oktober 1999) ist eine türkische Geherin, die sich auf die Disziplinen 5000 m, 10.000 m und 20 km spezialisiert hat.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-2,"She is a native of Diyarbakır, southeastern Turkey.","Sie stammt gebürtig aus Diyarbakır, Südosttürkei.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-3,She competes for Kayapınar Belediyespor in her hometown.,In ihrer Heimatstadt tritt sie für Kayapınar Belediyespor an.,Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-4,"Tekdal won the silver nedal in the 5,000 m event at the 2016 European Athletics Youth Championships held in Tbilisi, Georgia with a personal best time of 22:58.17 behind her countrywoman Meryem Bekmez.","Tekdal gewann die Silbermedaille in der Disziplin über 5.000 m bei den Leichtathletik-Jugendeuropameisterschaften 2016 in Tiflis, Georgien, mit einer persönlichen Bestzeit von 22:58,17 hinter ihrer Landsfrau Meryem Bekmez.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-5,"At the 2018 IAAF World Race Walking Team Championships in Taicang, China, she took the bronze medal in the 10 km race walk event with her teammate Bekmez.","Bei den Geher-Team-Weltmeisterschaften der IAAF 2018 in Taicang, China, holte sie mit ihrer Teamkollegin Bekmez die Bronzemedaille in der Disziplin 10-km-Gehen.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-6,"In 2019, she captured the gold medal in the 20 km race walk event of the European Athletics U23 Championships held in Gävle, Sweden.","2019 gewann sie bei den Leichtathletik-U23-Europameisterschaften in Gävle, Schweden, die Goldmedaille in der Disziplin 20-km-Gehen.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-7,"In 2019, she competed in the women's 20 kilometres walk event at the 2019 World Athletics Championships held in Doha, Qatar.","2019 trat sie in der Disziplin 20-km-Gehen der Frauen bei den Leichtathletik-Weltmeisterschaften 2019 in Doha, Katar, an.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,4,4-8,She was disqualified after a fourth red card.,Nach einer vierten Roten Karte wurde sie disqualifiziert.,Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,de,5,5-1,Yulimar Andrea Rojas Rodríguez (also known as Yolimar Rojas; born 21 October 1995) is a Venezuelan athlete.,Yulimar Andrea Rojas Rodríguez (auch bekannt als Yolimar Rojas; geboren am 21. Oktober 1995) ist eine venezolanische Sportlerin.,Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-2,"She is the Olympic silver medallist (2016 Rio de Janeiro), two time World Champion (2017 London and 2019 Doha) and two time World Indoor Championship (2016 Portland and 2018 Birmingham) in Triple jump.","Sie ist Gewinnerin der Olympischen Silbermedaille (Rio de Janeiro 2016), zweimalige Weltmeisterin (London 2017 und Doha 2019) sowie zweimalige Hallenweltmeisterin (Portland 2016 und Birmingham 2018) im Dreisprung.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-3,"Her personal best 15.43 meters, the indoor world record.","Ihre persönliche Bestleistung sind 15,43 Meter, der Hallenweltrekord.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-4,"Born in Caracas and brought up in Anzoátegui, she had her first success at the 2011 South American Junior Championships in Athletics, where she won the high jump.","Geboren in Caracas und aufgewachsen in Anzoátegui, hatte sie ihren ersten Erfolg bei den Leichtathletik-Juniorensüdamerikameisterschaften 2011, wo sie den Hochsprung gewann.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-5,"She was defeated by younger opposition at the South American Youth Championships in 2012, managing only fourth.",Bei den Leichtathletik-Jugendsüdamerikameisterschaften 2012 wurde sie von der jüngeren Konkurrenz besiegt und lediglich Vierte.,Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-6,"She performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships.","Bei höherklassigen Wettbewerben in demselben Jahr zeigte sie bessere Leistungen; sie sprang bei den Iberoamerikanischen Leichtathletik-Meisterschaften mit 1,75 m (5 Fuß 8 3⁄4 Zoll) auf den sechsten Platz und holte bei den Leichtathletik-U23-Südamerikameisterschaften die Bronzemedaille.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-7,"In the 2013 season she improved her personal best to 1.87 m (6 ft 1 1⁄2 in) with a jump in Barquisimeto, which was a South American junior record.","In der Saison 2013 verbesserte sie mit einem Sprung in Barquisimeto ihre persönliche Bestleistung auf 1,87 m (6 Fuß 1 1⁄2 Zoll), was südamerikanischer Juniorenrekord war.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-8,"Two international silver medals came that year at the 2013 Pan American Junior Athletics Championships (losing to Daniellys Garay on countback) and the Bolivarian Games, where she was second to Kashani Ríos.","In dem Jahr erreichte sie zwei internationale Silbermedaillen bei den Panamerikanischen Leichtathletik-Juniorenmeisterschaften 2013 (nach Countback gegen Daniellys Garay verloren) und den Juegos Bolivarianos, wo sie nach Kashani Ríos Zweite wurde.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-9,"She also competed in the long jump at the latter event, placing sixth.",Sie trat bei dem Event auch im Weitsprung an und wurde Sechste.,Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,5,5-10,"Improving in her new event, she had a best of 6.23 m (20 ft 5 1⁄4 in) in long jump that year.","In ihrer neuen Disziplin verbesserte sie sich und erreichte im Weitsprung in dem Jahr eine Bestweite von 6,23 m (20 Fuß 5 1⁄4 Zoll).",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,de,6,6-1,Diana Lobačevskė (born Diana Maciusonytė on 7 August 1980 in Vilnius) is a Lithuanian long-distance runner who specialises in marathon and half marathon races.Her marathon personal record is 2:28:03.,"Diana Lobačevskė (geboren als Diana Maciusonytė am 7. August 1980 in Vilnius) ist eine litauische Langstreckenläuferin, die sich auf Marathon- und Halbmarathon-Rennen spezialisiert hat. Ihre persönliche Bestzeit im Marathon ist 2:28:03.",Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-2,"She represented her country in the marathon at the 2012 Summer Olympics and the 2011, 2013 World Championships in Athletics and 2016 Summer Olympics.","Sie vertrat ihr Land im Marathon bei den Olympischen Sommerspielen 2012, den Leichtathletik-Weltmeisterschaften 2011 und 2013 sowie bei den Olympischen Sommerspielen 2016.",Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-3,She won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016.,Sie gewann den Hamburg-Marathon im Jahr 2013 und den Marathon von Mexiko-Stadt im Jahr 2016.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-4,Lobačevskė started out as a track runner and in 1998 she represented her country in the 3000 metres at the 1998 World Junior Championships in Athletics.,Lobačevskė begann als Läuferin in der Leichtathletik und vertrat ihr Land 1998 bei den Leichtathletik-Juniorenweltmeisterschaften 1998 über die 3000 Meter.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-5,The following year she placed sixth in the 5000 metres at the 1999 European Athletics Junior Championships held in Riga.,Im darauffolgenden Jahr wurde sie bei den in Riga veranstalteten Leichtathletik-Junioreneuropameisterschaften 1999 Sechste über 5000 Meter.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-6,"In her final international outing in the younger age categories, she finished 13th in the 10,000 metres at the 2001 European Athletics U23 Championships.She stopped competing in athletics at the top level after 2001 and attended Vilnius Pedagogical University.",Bei ihrem letzten Auftritt in den jüngeren Alterskategorien kam sie bei den Leichtathletik-U23-Europameisterschaften 2001 über die 10.000 Meter als 13. ins Ziel. Nach 2001 nahm sie nicht mehr an Leichtathletikwettbewerben auf höchstem Niveau teil und besuchte die Pädagogische Universität Vilnius.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-7,"She returned to competition in 2005, in road races for Beaumont Running Club in Leicester, and in 2008 moved up to the marathon distance and she won both the Vilnius Marathon and Leicester City Marathon that year.","2005 nahm sie wieder an Wettkämpfen teil, bei Straßenrennen für den Beaumont Running Club in Leicester, 2008 steigerte sie sich auf die Marathon-Distanz und gewann in dem Jahr sowohl den Vilnius-Marathon als auch den Stadtmarathon in Leicester.",Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,6,6-8,"She was the fastest woman not entered as an elite athlete at the 2009 London Marathon, setting a personal best of 2:38:26 hours for the distance.",Sie war beim London-Marathon 2009 die schnellste nicht als Spitzensportlerin eingetragene Frau und erreichte über die Distanz ihre persönliche Bestleistung von 2:38:26 Stunden.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,de,7,7-1,"Helalia Johannes (Helalia Lukeiko Johannes, also Hilaria Johannes; born 13 August 1980) is a Namibian long-distance runner who specializes in the marathon.","Helalia Johannes (Helalia Lukeiko Johannes, auch Hilaria Johannes; geboren am 13. August 1980) ist eine namibische Langstreckenläuferin, die sich auf den Marathon spezialisiert hat.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-2,"She holds the Namibian records in the 10 km, 20 km, half marathon and marathon events.","Sie hält die namibischen Rekorde in den Disziplinen 10 km, 20 km, Halbmarathon und Marathon.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-3,"At 39 years of age, she became a World Championships bronze medallist in the marathon.",Im Alter von 39 Jahren gewann sie bei einer Weltmeisterschaft die Bronzemedaille im Marathon.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-4,"She represented her country at the 2008 Beijing Olympics, 2012 London Olympics and 2018 Commonwealth Games and has won medals at the World Championships, Military World Games, the All-Africa Games and at the 2018 Commonwealth Games.","Sie vertrat ihr Land bei den Olympischen Spielen in Peking 2008, den Olympischen Spielen in London 2012 sowie den Commonwealth Games 2018 und gewann Medaillen bei Weltmeisterschaften, Militärweltspielen, den Afrikaspielen sowie bei den Commonwealth Games 2018.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-5,She was born in the village of Oshali in the Oshana Region.,Sie wurde im Dorf Oshali in der Region Oshana geboren.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-6,She is a five-time winner of the Two Oceans Half Marathon and holds the current record of 01:10:29.,Sie ist fünfmalige Gewinnerin des Two Oceans Halbmarathons und hält den aktuellen Rekord von 01:10:29.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-7,"Johannes made her international debut at the 2005 IAAF World Cross Country Championships, where she finished 80th in the women's long race.","Johannes gab ihr internationales Debüt bei den Crosslauf-Weltmeisterschaften der IAAF 2005, wo sie 80. auf der Langstrecke der Frauen wurde.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-8,She came fifth in the half marathon of the 2007 Summer Universiade and completed the same feat at the 2007 All-Africa Games.,Sie wurde Fünfte beim Halbmarathon der Sommer-Universiade 2007 und erreichte denselben Erfolg bei den Panafrikanischen Spielen 2007.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-9,"She also ran in the Dublin Marathon that year, coming in fourth place.","In dem Jahr lief sie außerdem den Dublin-Marathon, bei dem sie den vierten Platz erreichte.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-10,"Johannes ran a qualifying time (2:37:00) of 2:33:06 hours at the Seoul International Marathon in March 2008, qualifying her for the 2008 Summer Olympics.","Johannes lief beim Seoul International Marathon im März 2008 eine Qualifikationszeit (2:37:00) von 2:33:06 Stunden, wodurch sie sich für die Olympischen Sommerspiele 2008 qualifizierte.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,7,7-11,In the Olympic marathon race she placed fortieth in the rankings.,Beim olympischen Marathonlauf erreichte sie den vierzigsten Platz.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,de,8,8-1,Daniel Everton Bailey (born 9 September 1986) is a male sprinter from Antigua and Barbuda who specialises in the 100 metres.,"Daniel Everton Bailey (geboren am 9. September 1986) ist ein Sprinter aus Antigua und Barbuda, der sich auf die 100 Meter spezialisiert hat.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-2,"He carried the flag for his native country at the opening ceremony of the 2004 Summer Olympics, 2012 Summer Olympics, and the 2016 Summer Olympics and was a 100 m semi-finalist at the 2008 Beijing Olympics.","Er trug die Fahne seines Geburtslandes bei der Eröffnungszeremonie der Olympischen Sommerspiele 2004, der Olympischen Sommerspiele 2012 sowie der Olympischen Sommerspiele 2016 und stand bei den Olympischen Spielen in Peking 2008 im Halbfinale über 100 m.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-3,He came to prominence in 2009 with a 100 m win in the IAAF Golden League and a fourth-place finish at the 2009 World Championships in Athletics.,Er erlangte 2009 durch einen Sieg über die 100 m bei der IAAF Golden League sowie durch einen vierten Platz bei den Leichtathletik-Weltmeisterschaften 2009 Bekanntheit.,Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-4,He was the bronze medallist over 60 metres at the 2010 IAAF World Indoor Championships and has also won sprint medals at Caribbean regional level.,Er war bei den IAAF-Hallenweltmeisterschaften 2010 Gewinner der Bronzemedaille über 60 Meter und hat auch auf regionaler Ebene in der Karibik Medaillen im Sprint gewonnen.,Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-5,His personal best of 9.91 seconds is the Antiguan national record over 100 m.,"Seine persönliche Bestzeit von 9,91 Sekunden ist der nationale antiguanische Rekord über 100 m.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-6,"Bailey represented Antigua and Barbuda at the 2004 Summer Olympics, the 2006 Commonwealth Games, the 2008 Summer Olympics, the 2012 Summer Olympics and the 2014 Commonwealth Games.","Bailey vertrat Antigua und Barbuda bei den Olympischen Sommerspielen 2004, den Commonwealth Games 2006, den Olympischen Sommerspielen 2008, den Olympischen Sommerspielen 2012 und den Commonwealth Games 2014.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-7,"Bailey took up running at the age of 11, but preferring cricket and football, he only became a serious athlete at the age of 16.","Mit dem Laufen begann Bailey im Alter von 11 Jahren, doch weil er lieber Cricket und Fußball spielte, wurde erst mit 16 Jahren Leistungssportler.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-8,"In Beijing at the 2008 Olympics, he competed at the 100 metres sprint and placed second in his heat, just four hundredths of a second after Usain Bolt in a time of 10.24 seconds.","Bei den Olympischen Spielen 2008 in Peking trat er im 100-Meter-Sprint an und wurde in seinem Vorlauf mit einer Zeit von 10,24 Sekunden nur vier Hundertstelsekunden hinter Usain Bolt Zweiter.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,8,8-9,He qualified for the second round in which he improved his time to 10.23 seconds.,"Er qualifizierte sich für die zweite Runde, in der er seine Zeit auf 10,23 Sekunden verbesserte.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,de,9,9-1,Joseph Bessala (1 January 1941 – 25 April 2010) was a welterweight boxer from Cameroon.,Joseph Bessala (1. Januar 1941–25. April 2010) war ein Weltergewichtsboxer aus Kamerun.,Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
