sourceLanguage,targetLanguage,documentID,stringID,sourceText,translatedText,perceivedGender,entityName,sourceURL
en,es,4,4-5,"At the 2018 IAAF World Race Walking Team Championships in Taicang, China, she took the bronze medal in the 10 km race walk event with her teammate Bekmez.","En el Campeonato Mundial de Marcha Atlética por Equipos de la IAAF de 2018, celebrado en Taicang, China, ganó la medalla de bronce en la prueba de marcha atlética de 10 km junto a su compañera de equipo Bekmez.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,es,4,4-6,"In 2019, she captured the gold medal in the 20 km race walk event of the European Athletics U23 Championships held in Gävle, Sweden.","En 2019, obtuvo la medalla atlética de marcha atlética de 20 km del Campeonato Europeo de Atletismo sub-23 que se celebró en Gävle, Suecia.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,es,4,4-7,"In 2019, she competed in the women's 20 kilometres walk event at the 2019 World Athletics Championships held in Doha, Qatar.","En 2019, compitió en la prueba de marcha de 20 km para mujeres del Campeonato Mundial de Atletismo de 2019 celebrado en Doha, Catar.",Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,es,4,4-8,She was disqualified after a fourth red card.,Resultó descalificada después de una cuarta tarjeta roja.,Female,Ayşe Tekdal,https://en.wikipedia.org/wiki/Ay%C5%9Fe_Tekdal
en,es,5,5-1,Yulimar Andrea Rojas Rodríguez (also known as Yolimar Rojas; born 21 October 1995) is a Venezuelan athlete.,"Yulimar Andrea Rojas Rodríguez (también conocida como Yolimar Rojas, nació el 21 de octubre de 1995) es una atleta venezolana.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-2,"She is the Olympic silver medallist (2016 Rio de Janeiro), two time World Champion (2017 London and 2019 Doha) and two time World Indoor Championship (2016 Portland and 2018 Birmingham) in Triple jump.","Ganó una medalla de plata en los Juegos Olímpicos (Río de Janeiro 2016), fue dos veces campeona mundial (Londres 2017 y Doha 2019) y dos veces campeona mundial en pista cubierta (Portland 2016 y Birmingham 2018) en triple salto.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-3,"Her personal best 15.43 meters, the indoor world record.","Su marca personal de 15,43 metros es el récord mundial en pistas cubiertas.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-4,"Born in Caracas and brought up in Anzoátegui, she had her first success at the 2011 South American Junior Championships in Athletics, where she won the high jump.","Nació en Caracas y se crio en Anzoátegui. Tuvo su primer éxito en el Campeonato Sudamericano Juvenil de Atletismo de 2011, donde ganó el salto de altura.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-5,"She was defeated by younger opposition at the South American Youth Championships in 2012, managing only fourth.",En el Campeonato Juvenil Sudamericano de 2012 fue derrotada por una adversaria más joven y quedó apenas en el cuarto lugar.,Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-6,"She performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships.","Ese año, tuvo un mejor desempeño en la competencia de alto nivel al lograr un salto de 1,75 m (5 pies y 8,75 in.) para ocupar el sexto lugar del Campeonato Iberoamericano y ganar la medalla de bronce en el Campeonato Sudamericano sub-23.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-7,"In the 2013 season she improved her personal best to 1.87 m (6 ft 1 1⁄2 in) with a jump in Barquisimeto, which was a South American junior record.","En la temporada de 2013 logró un salto de 1,87 m (6 pies y 1,50 in) en Barquisimeto, superando su marca personal y estableciendo un récord juvenil suramericano.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-8,"Two international silver medals came that year at the 2013 Pan American Junior Athletics Championships (losing to Daniellys Garay on countback) and the Bolivarian Games, where she was second to Kashani Ríos.","Ese año obtuvo dos medallas de plata internacionales en el Campeonato Panamericano Juvenil de Atletismo de 2013 (perdiendo contra Daniellys Garay en el contraataque) y en los Juegos Bolivarianos, donde quedó segunda, por detrás de Kashani Ríos.",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-9,"She also competed in the long jump at the latter event, placing sixth.",También compitió en el salto de longitud en esta última prueba y quedó en sexto puesto.,Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,5,5-10,"Improving in her new event, she had a best of 6.23 m (20 ft 5 1⁄4 in) in long jump that year.","Mejorando en su nueva prueba, ese año logró una marca personal con un salto de longitud de 6,23 m (20 pies y 5,25 in).",Female,Yulimar Rojas,https://en.wikipedia.org/wiki/Yulimar_Rojas
en,es,6,6-1,Diana Lobačevskė (born Diana Maciusonytė on 7 August 1980 in Vilnius) is a Lithuanian long-distance runner who specialises in marathon and half marathon races.Her marathon personal record is 2:28:03.,Diana Lobačevskė (nacida Diana Maciusonytė el 7 de agosto de 1980 en Vilnius) es una corredora de larga distancia lituana con especialidad en carreras de maratones y medio maratones. Su marca personal en maratones es de 2:28:03.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-2,"She represented her country in the marathon at the 2012 Summer Olympics and the 2011, 2013 World Championships in Athletics and 2016 Summer Olympics.",Representó a su país en el maratón de los Juegos Olímpicos de Verano de 2012 y en los Campeonatos Mundiales de Atletismo de 2011 y 2013 y en los Juegos Olímpico de Verano de 2016.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-3,She won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016.,Ganó el maratón de Hamburgo en 2013 y el de Ciudad de México en 2016.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-4,Lobačevskė started out as a track runner and in 1998 she represented her country in the 3000 metres at the 1998 World Junior Championships in Athletics.,Lobačevskė comenzó como corredora de pista y en 1998 representó a su país en la carrera de 3 000 metros en el Campeonato Mundial Juvenil de Atletismo de 1998.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-5,The following year she placed sixth in the 5000 metres at the 1999 European Athletics Junior Championships held in Riga.,El año siguiente llegó en el sexto puesto en la carrera de 5 000 metros del Campeonato Europeo Juvenil de Atletismo de 1999 que se celebró en Riga.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-6,"In her final international outing in the younger age categories, she finished 13th in the 10,000 metres at the 2001 European Athletics U23 Championships.She stopped competing in athletics at the top level after 2001 and attended Vilnius Pedagogical University.",En su última salida internacional en las categorías juveniles llegó decimotercera en los 10 000 metros del Campeonato Europeo de Atletismo sub-23 de 2001. Después de 2001 dejó de competir en el atletismo de alto nivel y asistió a la Universidad Pedagógica de Vilnius.,Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-7,"She returned to competition in 2005, in road races for Beaumont Running Club in Leicester, and in 2008 moved up to the marathon distance and she won both the Vilnius Marathon and Leicester City Marathon that year.","Volvió a las competencias en 2005 en correr por carreteras para el Beaumont Running Club en Leiscester, y en 2008 avanzó a la distancia de maratón y en ese año ganó tanto el Maratón de Vilnius como el Maratón de la Ciudad de Leicester.",Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,6,6-8,"She was the fastest woman not entered as an elite athlete at the 2009 London Marathon, setting a personal best of 2:38:26 hours for the distance.","Fue la mujer más rápida no inscrita como atleta de élite en el Maratón de Londres de 2009, y estableció una marca personal de 2:38:26 para esa distancia.",Female,Diana Lobačevskė,https://en.wikipedia.org/wiki/Diana_Loba%C4%8Devsk%C4%97
en,es,7,7-1,"Helalia Johannes (Helalia Lukeiko Johannes, also Hilaria Johannes; born 13 August 1980) is a Namibian long-distance runner who specializes in the marathon.","Helalia Johannes (Helalia Lukeiko Johannes, también Hilaria Johannes; nacida el 13 de agosto de 1980) es una corredora de larga distancia de Namibia que se especializa en maratones.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-2,"She holds the Namibian records in the 10 km, 20 km, half marathon and marathon events.","Posee los récords de Namibia en las pruebas de 10 km, 20 km, medio maratón y maratón.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-3,"At 39 years of age, she became a World Championships bronze medallist in the marathon.",A los 39 años de edad se convirtió en medallista de bronce en el maratón del Campeonato Mundial.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-4,"She represented her country at the 2008 Beijing Olympics, 2012 London Olympics and 2018 Commonwealth Games and has won medals at the World Championships, Military World Games, the All-Africa Games and at the 2018 Commonwealth Games.","Representó a su país en los Juegos Olímpicos de Beijing en 2008, en los Juegos Olímpicos de Londres en 2012 y en los Juegos de la Commonwealth de 2018 y ha ganado medallas en campeonatos mundiales, en los Juegos Mundiales Militares, los Juegos Panafricanos y en los Juegos de la Commonwealth de 2018.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-5,She was born in the village of Oshali in the Oshana Region.,"Nació en la villa de Oshali, en la región de Oshana.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-6,She is a five-time winner of the Two Oceans Half Marathon and holds the current record of 01:10:29.,"Ha ganado cinco veces el Medio Maratón dos Océanos y posee el récord actual, que es de 01:10:29.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-7,"Johannes made her international debut at the 2005 IAAF World Cross Country Championships, where she finished 80th in the women's long race.","Johannes hizo su debut internacional en el Campeonato Mundial de Cross de la IAAF en 2005, en el que terminó en el puesto 80 de la carrera de larga distancia femenina.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-8,She came fifth in the half marathon of the 2007 Summer Universiade and completed the same feat at the 2007 All-Africa Games.,Terminó quinta en el medio maratón de las Universiadas de Verano 2007 y realizó la misma hazaña en los Juegos Panafricanos 2007.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-9,"She also ran in the Dublin Marathon that year, coming in fourth place.",Ese año también corrió en el Maratón de Dublín y llegó en cuarto puesto.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-10,"Johannes ran a qualifying time (2:37:00) of 2:33:06 hours at the Seoul International Marathon in March 2008, qualifying her for the 2008 Summer Olympics.","En marzo de 2008, Johannes corrió un tiempo de clasificación (2:37:00) de 2:33:06 horas en el Maratón Internacional de Seúl, lo que la clasificó para los Juegos Olímpicos de Verano de 2008.",Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,7,7-11,In the Olympic marathon race she placed fortieth in the rankings.,En la carrera del maratón olímpico se colocó en el puesto 40 del ranking.,Female,Helalia Johannes,https://en.wikipedia.org/wiki/Helalia_Johannes
en,es,8,8-1,Daniel Everton Bailey (born 9 September 1986) is a male sprinter from Antigua and Barbuda who specialises in the 100 metres.,Daniel Everton Bailey (nacido el 9 de septiembre de 1986) es un velocista de Antigua y Barbuda especializado en los 100 metros.,Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-2,"He carried the flag for his native country at the opening ceremony of the 2004 Summer Olympics, 2012 Summer Olympics, and the 2016 Summer Olympics and was a 100 m semi-finalist at the 2008 Beijing Olympics.","Llevó la bandera de su país natal en la ceremonia de apertura de las Olimpiadas de Verano de 2004, 2012 y 2016, y fue semifinalista en la carrera de 100 m en los Juegos Olímpicos de Beijing de 2008.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-3,He came to prominence in 2009 with a 100 m win in the IAAF Golden League and a fourth-place finish at the 2009 World Championships in Athletics.,Ganó prominencia en 2009 con una victoria en los 100 m en la Liga de Oro de la IAAF y el cuarto lugar en el Campeonato Mundial de Atletismo de 2009.,Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-4,He was the bronze medallist over 60 metres at the 2010 IAAF World Indoor Championships and has also won sprint medals at Caribbean regional level.,"Fue medallista de bronce en más de 60 metros en el Campeonato Mundial en Pista Cubierta 2010 de la IAAF, y también ha ganado medallas a nivel regional en el Caribe.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-5,His personal best of 9.91 seconds is the Antiguan national record over 100 m.,"Su mejor marca personal de 9,91 segundos es el récord nacional de Antigua de más 100 m.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-6,"Bailey represented Antigua and Barbuda at the 2004 Summer Olympics, the 2006 Commonwealth Games, the 2008 Summer Olympics, the 2012 Summer Olympics and the 2014 Commonwealth Games.","Representó a Antigua y Barbuda en los Juegos Olímpicos de Verano de 2004, en los Juegos de la Commonwealth de 2006, en las Olimpiadas de Verano de 2008, en la Olimpiadas de Verano de 2012 y en los Juegos de la Commonwealth de 2014.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-7,"Bailey took up running at the age of 11, but preferring cricket and football, he only became a serious athlete at the age of 16.","Bailey comenzó a correr a la edad de 11 años, pero como prefería el cricket y el fútbol, no tomó el atletismo en serio sino hasta los 16 años.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-8,"In Beijing at the 2008 Olympics, he competed at the 100 metres sprint and placed second in his heat, just four hundredths of a second after Usain Bolt in a time of 10.24 seconds.","En los Juegos Olímpicos de Beijing de 2008 compitió en la carrera de 100 metros y terminó en segundo lugar en su heat, solo cuatro centésima de segundo después de Usain Bolt en un tiempo de 10,24 segundos.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,8,8-9,He qualified for the second round in which he improved his time to 10.23 seconds.,"Clasificó para la segunda ronda, en la que mejoró su tiempo a 10,23 segundos.",Male,Daniel Bailey,https://en.wikipedia.org/wiki/Daniel_Bailey
en,es,9,9-1,Joseph Bessala (1 January 1941 – 25 April 2010) was a welterweight boxer from Cameroon.,Joseph Bessala (1 de enero de 1941 – 25 de abril de 2010) fue un boxeador de peso welter del Camerún.,Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
en,es,9,9-2,"In 1965, Bessala won the All-Africa Games in Brazzaville, Republic of the Congo.","En 1965, ganó los juegos Panafricanos en Brazzaville, República del Congo.",Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
en,es,9,9-3,"He twice won the African Championships in welterweight: in 1966 in Lagos, Nigeria, (prevailing over Ghanaian, Eddie Blay in the final) and 1968 in Lusaka, Zambia, where he prevailed in the final fight over the Zambian, Julius Luipa, whom he beat again at the Olympic Games.","Ganó dos veces el Campeonato Africano peso welter: en 1966 en Lagos, Nigeria (imponiéndose ante el ghanés Eddie Blay en las finales) y en 1968 en Lusaka, Zambia, donde se impuso en el combate final sobre el zambiano Julius Lipa, al que volvió a vencer otra vez en los Juegos Olímpicos.",Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
en,es,9,9-4,He won the silver medal at the 1968 Olympic Games in Mexico City.,"1968, ganó la medalla de plata en los Juegos Olímpicos de Ciudad de México.",Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
en,es,9,9-5,"In the final, he was lost to East Germany's Manfred Wolke.","En la final, perdió contra Manfred Wolke, de Alemania del Este.",Male,Joseph Bessala,https://en.wikipedia.org/wiki/Joseph_Bessala
